measure 0,-,-,-,-,-,-
-,-,-,accid.sharp.pos6,250,3,False
-,-,-,eighth.start.up.pos6,250,3,False
-,-,-,eighth.continue.up.pos6,250,4,False
-,-,-,eighth.stop.up.pos-4,250,5,False
-,-,-,barline.regular,250,5,False
-,-,-,barline.return-to-top,250,5,True
measure 251,-,-,-,-,-,-
timeSig.4/4,251,2,half.noBeam.down.pos12,251,0,False
dynamics.p,251,3,duration.dot.pos12,251,0,False
>,251,4,>,251,0,False
eighth.start.down.pos6,251,4,tie.start.pos12,251,0,False
eighth.continue.down.pos6,251,5,barline.regular,251,0,False
eighth.continue.down.pos6,251,6,quarter.noBeam.down.pos7,251,0,False
eighth.stop.down.pos6,251,7,duration.dot.pos8,251,0,True
quarter.noBeam.down.pos6,251,8,accid.natural.pos7,251,1,False
duration.dot.pos6,251,8,quarter.noBeam.down.pos4,251,1,False
16th.start.down.pos7,251,9,>,251,1,False
>,251,10,quarter.noBeam.down.pos7,251,1,False
acciaccatura.eighth.noBeam.up.pos8,251,10,duration.dot.pos4,251,1,False
16th.stop.down.pos6,251,11,>,251,1,False
accid.flat.pos4,251,12,duration.dot.pos8,251,1,False
accid.flat.pos0,251,12,barline.regular,251,1,False
barline.regular,251,12,quarter.noBeam.down.pos10,251,0,False
timeSig.4/4,251,2,duration.dot.pos10,251,0,False
dynamics.p,251,3,accid.flat.pos12,251,1,False
>,251,4,quarter.noBeam.down.pos12,251,1,False
eighth.noBeam.up.pos-5,251,4,duration.dot.pos12,251,1,False
>,251,4,barline.regular,251,1,False
eighth.noBeam.up.pos1,251,4,eighth.start.up.pos7,251,0,False
eighth.noBeam.up.pos-5,251,5,eighth.continue.up.pos7,251,1,False
>,251,5,eighth.stop.up.pos-4,251,2,False
eighth.noBeam.up.pos1,251,5,eighth.start.up.pos9,251,3,False
eighth.noBeam.up.pos-5,251,6,eighth.continue.up.pos9,251,4,False
>,251,6,eighth.stop.up.pos-4,251,5,False
eighth.noBeam.up.pos1,251,6,barline.regular,251,5,False
eighth.noBeam.up.pos-5,251,7,barline.return-to-top,251,5,False
>,251,7,-,-,-,-
eighth.noBeam.up.pos1,251,7,-,-,-,-
eighth.noBeam.up.pos-5,251,8,-,-,-,-
>,251,8,-,-,-,-
eighth.noBeam.up.pos1,251,8,-,-,-,-
eighth.noBeam.up.pos-5,251,9,-,-,-,-
>,251,9,-,-,-,-
eighth.noBeam.up.pos1,251,9,-,-,-,-
eighth.noBeam.up.pos-5,251,10,-,-,-,-
>,251,10,-,-,-,-
eighth.noBeam.up.pos1,251,10,-,-,-,-
eighth.noBeam.up.pos-5,251,11,-,-,-,-
>,251,11,-,-,-,-
eighth.noBeam.up.pos1,251,11,-,-,-,-
accid.flat.pos4,251,12,-,-,-,-
accid.flat.pos0,251,12,-,-,-,-
barline.regular,251,12,-,-,-,-
timeSig.4/4,251,2,-,-,-,-
dynamics.p,251,3,-,-,-,-
>,251,4,-,-,-,-
eighth.start.down.pos8,251,4,-,-,-,-
eighth.continue.down.pos8,251,5,-,-,-,-
eighth.continue.down.pos8,251,6,-,-,-,-
eighth.stop.down.pos8,251,7,-,-,-,-
eighth.start.down.pos8,251,8,-,-,-,-
eighth.continue.down.pos8,251,9,-,-,-,-
eighth.continue.down.pos8,251,10,-,-,-,-
eighth.stop.down.pos8,251,11,-,-,-,-
accid.flat.pos3,251,12,-,-,-,-
accid.flat.pos-1,251,12,-,-,-,-
barline.regular,251,12,-,-,-,-
timeSig.4/4,251,2,-,-,-,-
dynamics.p,251,3,-,-,-,-
>,251,4,-,-,-,-
accid.natural.pos9,251,4,-,-,-,-
eighth.start.down.pos9,251,4,-,-,-,-
eighth.continue.down.pos9,251,5,-,-,-,-
eighth.continue.down.pos9,251,6,-,-,-,-
eighth.stop.down.pos9,251,7,-,-,-,-
eighth.start.down.pos9,251,8,-,-,-,-
eighth.continue.down.pos9,251,9,-,-,-,-
eighth.continue.down.pos9,251,10,-,-,-,-
eighth.stop.down.pos9,251,11,-,-,-,-
accid.flat.pos2,251,12,-,-,-,-
accid.flat.pos-2,251,12,-,-,-,-
barline.regular,251,12,-,-,-,-
barline.return-to-top,251,12,-,-,-,-
measure 252,-,-,-,-,-,-
eighth.start.down.pos9,252,0,tie.end.pos12,252,0,False
eighth.continue.down.pos9,252,1,half.noBeam.down.pos12,252,0,False
eighth.continue.down.pos8,252,2,duration.dot.pos12,252,0,False
eighth.stop.down.pos7,252,3,>,252,0,False
quarter.noBeam.down.pos7,252,4,tie.start.pos12,252,0,False
eighth.start.down.pos6,252,5,barline.regular,252,0,False
eighth.stop.down.pos13,252,6,half.noBeam.down.pos5,252,0,False
barline.regular,252,6,duration.dot.pos6,252,0,False
eighth.noBeam.up.pos-5,252,0,>,252,0,False
>,252,0,tie.start.pos5,252,0,False
eighth.noBeam.up.pos0,252,0,>,252,1,False
eighth.continue.up.pos5,252,1,quarter.noBeam.up.pos8,252,1,False
accid.natural.pos4,252,2,duration.dot.pos8,252,1,False
eighth.continue.up.pos4,252,2,quarter.noBeam.up.pos9,252,2,False
eighth.stop.up.pos5,252,3,duration.dot.pos10,252,2,False
eighth.start.down.pos5,252,4,barline.regular,252,2,False
accid.natural.pos3,252,5,quarter.noBeam.down.pos9,252,0,False
eighth.stop.down.pos3,252,5,duration.dot.pos10,252,0,False
eighth.noBeam.down.pos4,252,6,accid.natural.pos6,252,1,False
rest.eighth,252,7,quarter.noBeam.down.pos6,252,1,False
barline.regular,252,7,duration.dot.pos6,252,1,False
eighth.noBeam.up.pos1,252,0,barline.regular,252,1,False
quarter.noBeam.down.pos8,252,1,eighth.start.up.pos8,252,0,False
duration.dot.pos8,252,1,eighth.continue.up.pos8,252,1,False
quarter.noBeam.up.pos1,252,2,eighth.stop.up.pos-4,252,2,False
duration.dot.pos2,252,2,eighth.start.up.pos7,252,3,False
rest.eighth,252,3,eighth.continue.up.pos7,252,4,False
barline.regular,252,3,eighth.stop.up.pos-4,252,5,False
eighth.start.down.pos10,252,0,barline.regular,252,5,False
eighth.continue.down.pos12,252,1,barline.return-to-top,252,5,True
eighth.continue.down.pos11,252,2,-,-,-,-
eighth.stop.down.pos10,252,3,-,-,-,-
eighth.start.down.pos14,252,4,-,-,-,-
accid.sharp.pos13,252,5,-,-,-,-
eighth.stop.down.pos13,252,5,-,-,-,-
eighth.noBeam.down.pos14,252,6,-,-,-,-
rest.eighth,252,7,-,-,-,-
barline.regular,252,7,-,-,-,-
barline.return-to-top,252,7,-,-,-,-
measure 253,-,-,-,-,-,-
accid.sharp.pos12,253,0,half.noBeam.down.pos12,253,0,False
eighth.noBeam.down.pos12,253,0,duration.dot.pos12,253,0,True
eighth.start.down.pos9,253,1,barline.regular,253,0,False
accid.natural.pos7,253,2,half.noBeam.down.pos5,253,0,False
eighth.stop.down.pos7,253,2,duration.dot.pos6,253,0,False
eighth.noBeam.down.pos11,253,3,>,253,1,False
eighth.noBeam.down.pos10,253,4,quarter.noBeam.up.pos10,253,1,False
eighth.start.down.pos7,253,5,duration.dot.pos10,253,1,False
accid.sharp.pos5,253,6,accid.natural.pos10,253,2,False
eighth.stop.down.pos5,253,6,quarter.noBeam.up.pos10,253,2,False
eighth.noBeam.down.pos9,253,7,duration.dot.pos10,253,2,False
barline.regular,253,7,barline.regular,253,2,False
rest.eighth,253,0,half.noBeam.down.pos7,253,0,False
accid.natural.pos7,253,1,duration.dot.pos8,253,0,False
eighth.start.down.pos7,253,1,>,253,0,False
accid.sharp.pos5,253,2,tie.start.pos7,253,0,False
eighth.stop.down.pos5,253,2,barline.regular,253,0,False
rest.eighth,253,3,eighth.start.up.pos6,253,0,False
rest.eighth,253,4,eighth.continue.up.pos6,253,1,False
eighth.start.down.pos5,253,5,eighth.stop.up.pos-4,253,2,False
eighth.stop.down.pos3,253,6,eighth.start.up.pos5,253,3,False
rest.eighth,253,7,eighth.continue.up.pos5,253,4,False
barline.regular,253,7,eighth.stop.up.pos-4,253,5,False
rest.eighth,253,0,barline.regular,253,5,False
eighth.start.down.pos10,253,1,barline.return-to-top,253,5,False
eighth.stop.down.pos8,253,2,-,-,-,-
rest.eighth,253,3,-,-,-,-
rest.eighth,253,4,-,-,-,-
eighth.start.down.pos8,253,5,-,-,-,-
accid.natural.pos6,253,6,-,-,-,-
eighth.stop.down.pos6,253,6,-,-,-,-
rest.eighth,253,7,-,-,-,-
barline.regular,253,7,-,-,-,-
quarter.noBeam.up.pos0,253,0,-,-,-,-
rest.quarter,253,1,-,-,-,-
quarter.noBeam.up.pos1,253,2,-,-,-,-
rest.quarter,253,3,-,-,-,-
barline.regular,253,3,-,-,-,-
barline.return-to-top,253,3,-,-,-,-
measure 254,-,-,-,-,-,-
accid.sharp.pos8,254,1,half.noBeam.down.pos12,254,0,False
eighth.start.down.pos8,254,1,duration.dot.pos12,254,0,False
eighth.continue.down.pos8,254,2,barline.regular,254,0,False
eighth.continue.down.pos9,254,3,quarter.noBeam.down.pos11,254,0,False
eighth.stop.down.pos4,254,4,duration.dot.pos12,254,0,False
quarter.noBeam.down.pos4,254,5,accid.natural.pos11,254,1,False
eighth.start.down.pos3,254,6,quarter.noBeam.down.pos11,254,1,False
eighth.stop.down.pos7,254,7,duration.dot.pos12,254,1,False
barline.regular,254,7,barline.regular,254,1,False
rest.eighth,254,0,half.noBeam.down.pos7,254,0,False
eighth.start.up.pos5,254,1,duration.dot.pos8,254,0,False
accid.natural.pos4,254,2,barline.regular,254,0,False
eighth.continue.up.pos4,254,2,eighth.start.up.pos4,254,0,True
eighth.stop.up.pos2,254,3,eighth.continue.up.pos4,254,1,True
quarter.noBeam.up.pos2,254,4,eighth.stop.up.pos-4,254,2,False
accid.sharp.pos1,254,5,accid.flat.pos4,254,3,False
quarter.noBeam.up.pos1,254,5,eighth.start.up.pos4,254,3,False
barline.regular,254,5,eighth.continue.up.pos4,254,4,False
rest.eighth,254,0,eighth.stop.up.pos-4,254,5,False
accid.flat.pos6,254,1,barline.regular,254,5,False
eighth.start.down.pos6,254,1,barline.return-to-top,254,5,False
eighth.continue.down.pos5,254,2,-,-,-,-
accid.sharp.pos4,254,3,-,-,-,-
eighth.stop.down.pos4,254,3,-,-,-,-
eighth.start.down.pos5,254,4,-,-,-,-
eighth.continue.down.pos4,254,5,-,-,-,-
eighth.continue.down.pos5,254,6,-,-,-,-
accid.natural.pos4,254,7,-,-,-,-
eighth.stop.down.pos4,254,7,-,-,-,-
barline.regular,254,7,-,-,-,-
whole.noBeam.up.pos4,254,0,-,-,-,-
barline.regular,254,0,-,-,-,-
barline.return-to-top,254,0,-,-,-,-
measure 255,-,-,-,-,-,-
dynamics.p,255,1,dynamics.pp,255,0,False
>,255,2,>,255,1,False
eighth.start.down.pos6,255,2,eighth.start.down.pos12,255,1,False
eighth.continue.down.pos6,255,3,eighth.continue.down.pos12,255,2,False
eighth.continue.down.pos6,255,4,accid.natural.pos11,255,3,False
eighth.stop.down.pos6,255,5,eighth.stop.down.pos11,255,3,False
quarter.noBeam.down.pos6,255,6,eighth.start.down.pos12,255,4,False
duration.dot.pos6,255,6,eighth.continue.down.pos12,255,5,False
16th.start.down.pos7,255,7,eighth.stop.down.pos10,255,6,True
>,255,8,barline.regular,255,6,False
acciaccatura.eighth.noBeam.up.pos8,255,8,dynamics.pp,255,0,False
16th.stop.down.pos6,255,9,>,255,1,False
barline.regular,255,9,quarter.noBeam.down.pos12,255,1,False
dynamics.p,255,0,eighth.noBeam.down.pos10,255,2,False
>,255,1,quarter.noBeam.down.pos9,255,3,False
half.noBeam.up.pos-5,255,1,eighth.noBeam.down.pos8,255,4,False
>,255,1,barline.regular,255,4,False
half.noBeam.up.pos1,255,1,dynamics.pp,255,0,False
half.noBeam.up.pos-5,255,2,>,255,1,False
>,255,2,accid.natural.pos6,255,1,False
half.noBeam.up.pos1,255,2,quarter.noBeam.down.pos6,255,1,False
barline.regular,255,2,eighth.noBeam.down.pos14,255,2,False
dynamics.p,255,0,accid.natural.pos13,255,3,False
>,255,1,quarter.noBeam.down.pos13,255,3,False
accid.natural.pos3,255,1,accid.natural.pos10,255,4,False
half.noBeam.up.pos3,255,1,eighth.noBeam.down.pos10,255,4,False
half.noBeam.up.pos3,255,2,barline.regular,255,4,False
barline.regular,255,2,dynamics.pp,255,0,False
dynamics.p,255,0,>,255,1,False
>,255,1,eighth.noBeam.up.pos-4,255,1,False
half.noBeam.up.pos0,255,1,rest.eighth,255,2,True
half.noBeam.up.pos0,255,2,rest.eighth,255,3,True
barline.regular,255,2,rest.quarter,255,4,False
barline.return-to-top,255,2,duration.dot.pos5,255,4,False
-,-,-,barline.regular,255,4,False
-,-,-,barline.return-to-top,255,4,False
measure 256,-,-,-,-,-,-
eighth.start.down.pos9,256,0,eighth.start.down.pos9,256,0,False
eighth.continue.down.pos9,256,1,eighth.continue.down.pos9,256,1,False
eighth.continue.down.pos8,256,2,eighth.stop.down.pos8,256,2,False
eighth.stop.down.pos7,256,3,accid.natural.pos7,256,3,False
quarter.noBeam.down.pos7,256,4,eighth.start.down.pos7,256,3,False
eighth.start.down.pos6,256,5,eighth.continue.down.pos7,256,4,False
eighth.stop.down.pos13,256,6,accid.natural.pos4,256,5,False
barline.regular,256,6,eighth.stop.down.pos4,256,5,False
eighth.noBeam.up.pos-5,256,0,barline.regular,256,5,False
>,256,0,accid.natural.pos7,256,0,False
eighth.noBeam.up.pos0,256,0,quarter.noBeam.down.pos7,256,0,False
eighth.continue.up.pos2,256,1,eighth.noBeam.down.pos5,256,1,False
eighth.continue.up.pos1,256,2,quarter.noBeam.down.pos5,256,2,False
eighth.stop.up.pos0,256,3,eighth.noBeam.up.pos3,256,3,False
eighth.start.up.pos0,256,4,barline.regular,256,3,False
accid.sharp.pos1,256,5,quarter.noBeam.down.pos11,256,0,False
eighth.stop.up.pos1,256,5,eighth.noBeam.down.pos9,256,1,False
quarter.noBeam.up.pos2,256,6,quarter.noBeam.down.pos8,256,2,False
tie.start.pos2,256,6,eighth.noBeam.down.pos7,256,3,False
barline.regular,256,6,barline.regular,256,3,False
eighth.start.down.pos4,256,0,rest.half,256,0,False
eighth.continue.down.pos6,256,1,duration.dot.pos5,256,0,False
eighth.continue.down.pos5,256,2,barline.regular,256,0,False
eighth.stop.down.pos4,256,3,barline.return-to-top,256,0,False
quarter.noBeam.down.pos4,256,4,-,-,-,-
accid.natural.pos3,256,5,-,-,-,-
quarter.noBeam.up.pos3,256,5,-,-,-,-
barline.regular,256,5,-,-,-,-
whole.noBeam.up.pos0,256,0,-,-,-,-
barline.regular,256,0,-,-,-,-
barline.return-to-top,256,0,-,-,-,-
measure 257,-,-,-,-,-,-
accid.flat.pos13,257,1,eighth.start.down.pos5,257,0,False
eighth.noBeam.down.pos13,257,1,tie.start.pos5,257,0,True
eighth.start.down.pos9,257,2,eighth.continue.down.pos5,257,1,False
accid.natural.pos7,257,3,accid.natural.pos4,257,2,False
eighth.stop.down.pos7,257,3,eighth.stop.down.pos4,257,2,False
eighth.start.down.pos13,257,4,eighth.start.down.pos5,257,3,False
eighth.stop.down.pos12,257,5,eighth.continue.down.pos5,257,4,False
eighth.start.down.pos5,257,6,eighth.stop.down.pos3,257,5,False
accid.flat.pos6,257,7,barline.regular,257,5,False
eighth.stop.down.pos6,257,7,quarter.noBeam.up.pos2,257,0,False
eighth.noBeam.down.pos11,257,8,eighth.noBeam.up.pos3,257,1,False
barline.regular,257,8,quarter.noBeam.up.pos2,257,2,False
eighth.start.down.pos2,257,2,eighth.noBeam.up.pos1,257,3,False
accid.natural.pos7,257,3,barline.regular,257,3,False
eighth.continue.down.pos7,257,3,accid.natural.pos6,257,0,False
accid.flat.pos6,257,4,quarter.noBeam.down.pos6,257,0,False
eighth.stop.down.pos6,257,4,eighth.noBeam.down.pos7,257,1,False
rest.eighth,257,5,quarter.noBeam.down.pos6,257,2,False
eighth.start.up.pos-5,257,6,accid.natural.pos3,257,3,False
eighth.continue.up.pos2,257,7,eighth.noBeam.up.pos3,257,3,False
eighth.stop.up.pos4,257,8,barline.regular,257,3,False
rest.eighth,257,9,eighth.noBeam.up.pos3,257,0,False
barline.regular,257,9,rest.eighth,257,1,True
eighth.start.down.pos3,257,2,rest.eighth,257,2,True
eighth.continue.down.pos10,257,3,rest.quarter,257,3,False
eighth.stop.down.pos8,257,4,duration.dot.pos5,257,3,False
rest.eighth,257,5,barline.regular,257,3,False
accid.natural.pos-1,257,6,barline.return-to-top,257,3,False
eighth.noBeam.up.pos-1,257,6,-,-,-,-
accid.natural.pos6,257,7,-,-,-,-
quarter.noBeam.down.pos6,257,7,-,-,-,-
rest.eighth,257,8,-,-,-,-
barline.regular,257,8,-,-,-,-
quarter.noBeam.up.pos0,257,2,-,-,-,-
rest.quarter,257,3,-,-,-,-
accid.natural.pos-2,257,4,-,-,-,-
quarter.noBeam.up.pos-2,257,4,-,-,-,-
rest.quarter,257,5,-,-,-,-
barline.regular,257,5,-,-,-,-
barline.return-to-top,257,5,-,-,-,-
measure 258,-,-,-,-,-,-
eighth.start.down.pos10,258,0,eighth.start.up.pos2,258,0,False
eighth.continue.down.pos10,258,1,eighth.continue.up.pos2,258,1,False
eighth.continue.down.pos11,258,2,eighth.stop.up.pos1,258,2,False
accid.flat.pos6,258,3,accid.natural.pos0,258,3,False
eighth.stop.down.pos6,258,3,eighth.start.up.pos0,258,3,False
quarter.noBeam.down.pos6,258,4,eighth.continue.up.pos0,258,4,False
eighth.start.down.pos5,258,5,accid.natural.pos-3,258,5,False
dynamics.mp,258,6,eighth.stop.up.pos-3,258,5,False
>,258,7,barline.regular,258,5,False
16th.continue.down.pos9,258,7,accid.natural.pos0,258,0,False
16th.stop.down.pos8,258,8,quarter.noBeam.up.pos0,258,0,False
barline.regular,258,8,eighth.noBeam.up.pos-2,258,1,False
rest.eighth,258,0,quarter.noBeam.up.pos-2,258,2,False
eighth.start.down.pos7,258,1,eighth.noBeam.up.pos-4,258,3,False
eighth.continue.down.pos6,258,2,barline.regular,258,3,False
eighth.stop.down.pos4,258,3,quarter.noBeam.down.pos4,258,0,False
quarter.noBeam.down.pos4,258,4,eighth.noBeam.up.pos2,258,1,False
eighth.start.up.pos3,258,5,quarter.noBeam.up.pos1,258,2,False
eighth.stop.up.pos3,258,6,eighth.noBeam.up.pos0,258,3,False
barline.regular,258,6,barline.regular,258,3,False
rest.eighth,258,0,rest.half,258,0,False
accid.flat.pos8,258,1,duration.dot.pos5,258,0,False
eighth.start.down.pos8,258,1,barline.regular,258,0,False
eighth.continue.down.pos7,258,2,barline.return-to-top,258,0,False
accid.natural.pos6,258,3,-,-,-,-
eighth.stop.down.pos6,258,3,-,-,-,-
eighth.start.down.pos7,258,4,-,-,-,-
eighth.continue.down.pos6,258,5,-,-,-,-
eighth.continue.down.pos7,258,6,-,-,-,-
eighth.stop.down.pos7,258,7,-,-,-,-
barline.regular,258,7,-,-,-,-
half.noBeam.up.pos-1,258,0,-,-,-,-
duration.dot.pos0,258,0,-,-,-,-
rest.eighth,258,1,-,-,-,-
accid.flat.pos12,258,2,-,-,-,-
eighth.noBeam.down.pos12,258,2,-,-,-,-
barline.regular,258,2,-,-,-,-
barline.return-to-top,258,2,-,-,-,-
measure 259,-,-,-,-,-,-
quarter.noBeam.down.pos8,259,0,quarter.noBeam.up.pos-2,259,0,False
16th.start.down.pos7,259,1,duration.dot.pos-2,259,0,False
>,259,2,>,259,0,False
acciaccatura.eighth.noBeam.up.pos8,259,2,tie.start.pos-2,259,0,False
16th.continue.down.pos6,259,3,quarter.noBeam.up.pos-2,259,1,False
16th.continue.down.pos7,259,4,accid.natural.pos-3,259,2,False
16th.stop.down.pos8,259,5,eighth.noBeam.up.pos-3,259,2,False
eighth.start.down.pos7,259,6,barline.regular,259,2,False
eighth.stop.down.pos6,259,7,quarter.noBeam.up.pos-5,259,0,False
rest.eighth,259,8,eighth.noBeam.up.pos-4,259,1,False
dynamics.p,259,9,quarter.noBeam.up.pos-5,259,2,False
>,259,10,eighth.noBeam.up.pos-4,259,3,False
eighth.noBeam.up.pos-1,259,10,barline.regular,259,3,False
barline.regular,259,10,accid.natural.pos-1,259,0,False
eighth.start.up.pos4,259,0,eighth.start.up.pos-1,259,0,False
eighth.continue.up.pos4,259,1,eighth.continue.up.pos-1,259,1,False
eighth.continue.up.pos3,259,2,eighth.stop.up.pos0,259,2,False
eighth.stop.up.pos3,259,3,eighth.start.up.pos-3,259,3,False
eighth.start.up.pos4,259,4,eighth.continue.up.pos-3,259,4,False
eighth.continue.up.pos4,259,5,eighth.stop.up.pos0,259,5,False
eighth.continue.up.pos1,259,6,barline.regular,259,5,False
eighth.stop.up.pos1,259,7,quarter.noBeam.up.pos-4,259,0,False
barline.regular,259,7,eighth.noBeam.up.pos-1,259,1,False
half.noBeam.down.pos7,259,0,accid.natural.pos-2,259,2,False
eighth.start.down.pos7,259,1,quarter.noBeam.up.pos-2,259,2,False
eighth.stop.down.pos7,259,2,eighth.noBeam.up.pos-1,259,3,False
eighth.start.down.pos5,259,3,barline.regular,259,3,False
dynamics.mp,259,4,barline.return-to-top,259,3,False
>,259,5,-,-,-,-
16th.continue.down.pos11,259,5,-,-,-,-
16th.stop.down.pos10,259,6,-,-,-,-
barline.regular,259,6,-,-,-,-
eighth.start.down.pos11,259,0,-,-,-,-
eighth.continue.down.pos11,259,1,-,-,-,-
eighth.continue.down.pos10,259,2,-,-,-,-
eighth.stop.down.pos10,259,3,-,-,-,-
eighth.start.down.pos9,259,4,-,-,-,-
eighth.continue.down.pos9,259,5,-,-,-,-
accid.flat.pos8,259,6,-,-,-,-
eighth.continue.down.pos8,259,6,-,-,-,-
eighth.stop.down.pos8,259,7,-,-,-,-
barline.regular,259,7,-,-,-,-
barline.return-to-top,259,7,-,-,-,-
measure 260,-,-,-,-,-,-
accid.flat.pos0,260,0,quarter.noBeam.up.pos-2,260,0,False
eighth.start.up.pos0,260,0,duration.dot.pos-2,260,0,False
eighth.continue.up.pos0,260,1,>,260,0,False
eighth.continue.up.pos-1,260,2,tie.start.pos-2,260,0,False
eighth.stop.up.pos-1,260,3,quarter.noBeam.up.pos-2,260,1,False
eighth.start.up.pos0,260,4,accid.natural.pos-3,260,2,False
eighth.stop.up.pos0,260,5,eighth.noBeam.up.pos-3,260,2,False
rest.eighth,260,6,barline.regular,260,2,False
dynamics.mp,260,7,quarter.noBeam.up.pos-5,260,0,False
>,260,8,eighth.noBeam.up.pos-4,260,1,False
accid.flat.pos10,260,8,quarter.noBeam.up.pos-5,260,2,False
16th.start.down.pos10,260,8,eighth.noBeam.up.pos-4,260,3,False
16th.stop.down.pos9,260,9,barline.regular,260,3,False
barline.regular,260,9,accid.natural.pos-1,260,0,False
eighth.start.up.pos-3,260,0,eighth.start.up.pos-1,260,0,False
eighth.continue.up.pos-3,260,1,eighth.continue.up.pos-1,260,1,False
eighth.continue.up.pos-3,260,2,eighth.stop.up.pos0,260,2,False
eighth.stop.up.pos-3,260,3,eighth.start.up.pos-3,260,3,False
eighth.start.up.pos-3,260,4,eighth.continue.up.pos-3,260,4,False
eighth.stop.up.pos-3,260,5,eighth.stop.up.pos0,260,5,False
accid.natural.pos-3,260,6,barline.regular,260,5,False
quarter.noBeam.up.pos-3,260,6,quarter.noBeam.up.pos-4,260,0,False
barline.regular,260,6,eighth.noBeam.up.pos-1,260,1,False
quarter.noBeam.down.pos10,260,0,accid.natural.pos-2,260,2,False
accid.flat.pos9,260,1,quarter.noBeam.up.pos-2,260,2,False
16th.start.down.pos9,260,1,eighth.noBeam.up.pos-1,260,3,False
>,260,2,barline.regular,260,3,False
acciaccatura.eighth.noBeam.up.pos10,260,2,barline.return-to-top,260,3,False
16th.continue.down.pos8,260,3,-,-,-,-
16th.continue.down.pos9,260,4,-,-,-,-
16th.stop.down.pos10,260,5,-,-,-,-
eighth.start.down.pos9,260,6,-,-,-,-
eighth.stop.down.pos8,260,7,-,-,-,-
dynamics.p,260,8,-,-,-,-
>,260,9,-,-,-,-
quarter.noBeam.down.pos7,260,9,-,-,-,-
tie.start.pos7,260,9,-,-,-,-
barline.regular,260,9,-,-,-,-
eighth.start.down.pos7,260,0,-,-,-,-
eighth.continue.down.pos7,260,1,-,-,-,-
eighth.continue.down.pos6,260,2,-,-,-,-
eighth.stop.down.pos6,260,3,-,-,-,-
eighth.start.down.pos5,260,4,-,-,-,-
eighth.continue.down.pos5,260,5,-,-,-,-
eighth.continue.down.pos4,260,6,-,-,-,-
eighth.stop.down.pos4,260,7,-,-,-,-
barline.regular,260,7,-,-,-,-
barline.return-to-top,260,7,-,-,-,-
measure 261,-,-,-,-,-,-
quarter.noBeam.down.pos9,261,0,quarter.noBeam.up.pos-2,261,0,False
rest.eighth,261,1,rest.eighth,261,1,False
accid.flat.pos10,261,2,accid.natural.pos7,261,2,False
16th.start.down.pos10,261,2,eighth.noBeam.down.pos7,261,2,False
16th.stop.down.pos9,261,3,rest.quarter,261,3,False
quarter.noBeam.down.pos9,261,4,barline.regular,261,3,False
rest.eighth,261,5,quarter.noBeam.up.pos-5,261,0,False
16th.start.down.pos9,261,6,rest.eighth,261,1,False
accid.sharp.pos8,261,7,eighth.noBeam.up.pos2,261,2,False
16th.stop.down.pos8,261,7,rest.quarter,261,3,False
barline.regular,261,7,barline.regular,261,3,False
quarter.noBeam.up.pos-2,261,0,accid.natural.pos-1,261,0,False
rest.quarter,261,1,quarter.noBeam.up.pos-1,261,0,False
rest.half,261,2,rest.eighth,261,1,False
barline.regular,261,2,eighth.noBeam.down.pos4,261,2,False
eighth.start.down.pos7,261,0,rest.quarter,261,3,False
accid.natural.pos6,261,1,barline.regular,261,3,False
eighth.stop.down.pos6,261,1,quarter.noBeam.up.pos-4,261,0,False
accid.flat.pos6,261,2,rest.eighth,261,1,True
quarter.noBeam.down.pos6,261,2,rest.quarter,261,2,False
tie.start.pos6,261,2,duration.dot.pos5,261,2,True
eighth.start.down.pos6,261,3,barline.regular,261,2,False
eighth.stop.down.pos5,261,4,barline.return-to-top,261,2,False
accid.flat.pos5,261,5,-,-,-,-
quarter.noBeam.down.pos5,261,5,-,-,-,-
barline.regular,261,5,-,-,-,-
quarter.noBeam.up.pos3,261,0,-,-,-,-
rest.quarter,261,1,-,-,-,-
rest.eighth,261,2,-,-,-,-
accid.natural.pos2,261,3,-,-,-,-
eighth.noBeam.up.pos2,261,3,-,-,-,-
accid.flat.pos2,261,4,-,-,-,-
eighth.start.up.pos2,261,4,-,-,-,-
eighth.stop.up.pos1,261,5,-,-,-,-
barline.regular,261,5,-,-,-,-
barline.return-to-top,261,5,-,-,-,-
measure 262,-,-,-,-,-,-
accid.sharp.pos8,262,0,eighth.noBeam.down.pos5,262,0,False
eighth.start.down.pos8,262,0,rest.eighth,262,1,True
eighth.continue.down.pos8,262,1,rest.eighth,262,2,True
eighth.continue.down.pos9,262,2,rest.quarter,262,3,False
eighth.stop.down.pos4,262,3,duration.dot.pos5,262,3,True
quarter.noBeam.down.pos4,262,4,barline.final,262,4,False
quarter.noBeam.up.pos3,262,5,accid.natural.pos0,262,0,False
barline.regular,262,5,eighth.noBeam.up.pos0,262,0,False
eighth.start.up.pos3,262,0,rest.eighth,262,1,True
eighth.continue.up.pos5,262,1,rest.eighth,262,2,True
accid.natural.pos4,262,2,rest.quarter,262,3,False
eighth.continue.up.pos4,262,2,duration.dot.pos5,262,3,True
eighth.stop.up.pos2,262,3,barline.final,262,4,False
quarter.noBeam.up.pos2,262,4,eighth.noBeam.up.pos-3,262,0,False
quarter.noBeam.up.pos3,262,5,rest.eighth,262,1,True
barline.regular,262,5,rest.eighth,262,2,True
quarter.noBeam.down.pos5,262,0,rest.quarter,262,3,False
half.noBeam.up.pos-2,262,1,duration.dot.pos5,262,3,True
