measure 0,-,-,-,-,-,-
duration.dot.pos-2,262,1,barline.final,262,4,False
barline.regular,262,1,rest.half,262,0,False
eighth.start.down.pos4,262,0,duration.dot.pos5,262,0,False
eighth.continue.down.pos12,262,1,barline.final,262,1,False
eighth.continue.down.pos11,262,2,barline.return-to-top,262,1,False
accid.sharp.pos10,262,3,-,-,-,-
eighth.stop.down.pos10,262,3,-,-,-,-
eighth.start.down.pos11,262,4,-,-,-,-
eighth.continue.down.pos14,262,5,-,-,-,-
accid.sharp.pos13,262,6,-,-,-,-
eighth.continue.down.pos13,262,6,-,-,-,-
accid.flat.pos12,262,7,-,-,-,-
eighth.stop.down.pos12,262,7,-,-,-,-
barline.regular,262,7,-,-,-,-
barline.return-to-top,262,7,-,-,-,-
measure 263,-,-,-,-,-,-
accid.natural.pos4,263,1,timeSig.4/4,263,0,True
eighth.start.down.pos4,263,1,eighth.start.down.pos6,263,1,False
eighth.continue.down.pos4,263,2,eighth.continue.down.pos6,263,2,False
eighth.continue.down.pos4,263,3,eighth.continue.down.pos6,263,3,False
eighth.stop.down.pos4,263,4,eighth.stop.down.pos6,263,4,False
eighth.start.down.pos8,263,5,quarter.noBeam.down.pos6,263,5,False
eighth.stop.down.pos4,263,6,duration.dot.pos6,263,5,False
eighth.start.down.pos4,263,7,16th.start.down.pos7,263,6,False
dynamics.mp,263,8,>,263,7,False
>,263,9,acciaccatura.eighth.noBeam.up.pos8,263,7,False
16th.continue.down.pos5,263,9,16th.stop.down.pos6,263,8,False
>,263,10,accid.flat.pos4,263,9,False
acciaccatura.eighth.noBeam.up.pos6,263,10,accid.flat.pos0,263,9,False
16th.stop.down.pos4,263,11,barline.regular,263,9,False
barline.regular,263,11,timeSig.4/4,263,0,True
dynamics.p,263,2,eighth.noBeam.up.pos-5,263,1,False
>,263,3,>,263,1,False
half.noBeam.up.pos1,263,3,eighth.noBeam.up.pos1,263,1,False
half.noBeam.up.pos1,263,4,eighth.noBeam.up.pos-5,263,2,False
barline.regular,263,4,>,263,2,False
dynamics.p,263,2,eighth.noBeam.up.pos1,263,2,False
>,263,3,eighth.noBeam.up.pos-5,263,3,False
half.noBeam.up.pos1,263,3,>,263,3,False
half.noBeam.up.pos1,263,4,eighth.noBeam.up.pos1,263,3,False
barline.regular,263,4,eighth.noBeam.up.pos-5,263,4,False
dynamics.mp,263,2,>,263,4,False
>,263,3,eighth.noBeam.up.pos1,263,4,False
eighth.start.down.pos11,263,3,eighth.noBeam.up.pos-5,263,5,False
eighth.continue.down.pos11,263,4,>,263,5,False
eighth.continue.down.pos11,263,5,eighth.noBeam.up.pos1,263,5,False
eighth.stop.down.pos11,263,6,eighth.noBeam.up.pos-5,263,6,False
quarter.noBeam.down.pos11,263,7,>,263,6,False
duration.dot.pos12,263,7,eighth.noBeam.up.pos1,263,6,False
16th.start.down.pos12,263,8,eighth.noBeam.up.pos-5,263,7,False
>,263,9,>,263,7,False
acciaccatura.eighth.noBeam.up.pos13,263,9,eighth.noBeam.up.pos1,263,7,False
16th.stop.down.pos11,263,10,eighth.noBeam.up.pos-5,263,8,False
barline.regular,263,10,>,263,8,False
barline.return-to-top,263,10,eighth.noBeam.up.pos1,263,8,False
-,-,-,accid.flat.pos4,263,9,False
-,-,-,accid.flat.pos0,263,9,False
-,-,-,barline.regular,263,9,False
-,-,-,timeSig.4/4,263,0,False
-,-,-,dynamics.p,263,1,True
-,-,-,>,263,2,True
-,-,-,dynamics.p,263,2,False
-,-,-,>,263,3,False
-,-,-,eighth.start.down.pos8,263,3,False
-,-,-,eighth.continue.down.pos8,263,4,False
-,-,-,eighth.continue.down.pos8,263,5,False
-,-,-,eighth.stop.down.pos8,263,6,False
-,-,-,eighth.start.down.pos8,263,7,False
-,-,-,eighth.continue.down.pos8,263,8,False
-,-,-,eighth.continue.down.pos8,263,9,False
-,-,-,eighth.stop.down.pos8,263,10,False
-,-,-,accid.flat.pos3,263,11,False
-,-,-,accid.flat.pos-1,263,11,False
-,-,-,barline.regular,263,11,False
-,-,-,timeSig.4/4,263,0,False
-,-,-,dynamics.p,263,1,False
-,-,-,>,263,2,False
-,-,-,accid.natural.pos9,263,2,False
-,-,-,eighth.start.down.pos9,263,2,False
-,-,-,eighth.continue.down.pos9,263,3,False
-,-,-,eighth.continue.down.pos9,263,4,False
-,-,-,eighth.stop.down.pos9,263,5,False
-,-,-,eighth.start.down.pos9,263,6,False
-,-,-,eighth.continue.down.pos9,263,7,False
-,-,-,eighth.continue.down.pos9,263,8,False
-,-,-,eighth.stop.down.pos9,263,9,False
-,-,-,accid.flat.pos2,263,10,False
-,-,-,accid.flat.pos-2,263,10,False
-,-,-,barline.regular,263,10,False
-,-,-,barline.return-to-top,263,10,False
measure 264,-,-,-,-,-,-
eighth.start.down.pos7,264,0,eighth.start.down.pos9,264,0,False
eighth.continue.down.pos7,264,1,eighth.continue.down.pos9,264,1,False
eighth.continue.down.pos6,264,2,eighth.continue.down.pos8,264,2,False
eighth.stop.down.pos5,264,3,eighth.stop.down.pos7,264,3,False
accid.sharp.pos8,264,4,quarter.noBeam.down.pos7,264,4,False
quarter.noBeam.down.pos8,264,4,eighth.start.down.pos6,264,5,False
quarter.noBeam.down.pos9,264,5,eighth.stop.down.pos13,264,6,False
barline.regular,264,5,barline.regular,264,6,False
eighth.start.down.pos5,264,0,eighth.noBeam.up.pos-5,264,0,False
eighth.continue.down.pos5,264,1,>,264,0,False
accid.natural.pos4,264,2,eighth.noBeam.up.pos0,264,0,False
eighth.continue.down.pos4,264,2,eighth.continue.up.pos5,264,1,False
eighth.stop.down.pos5,264,3,accid.natural.pos4,264,2,False
eighth.start.down.pos3,264,4,eighth.continue.up.pos4,264,2,False
eighth.stop.down.pos5,264,5,eighth.stop.up.pos5,264,3,False
quarter.noBeam.down.pos4,264,6,eighth.start.down.pos5,264,4,True
barline.regular,264,6,eighth.continue.down.pos3,264,5,True
whole.noBeam.up.pos1,264,0,eighth.stop.down.pos4,264,6,True
barline.regular,264,0,rest.eighth,264,7,False
eighth.start.down.pos14,264,0,barline.regular,264,7,False
eighth.continue.down.pos14,264,1,eighth.noBeam.up.pos1,264,0,False
eighth.continue.down.pos13,264,2,quarter.noBeam.down.pos8,264,1,False
eighth.stop.down.pos12,264,3,duration.dot.pos8,264,1,False
quarter.noBeam.down.pos12,264,4,quarter.noBeam.up.pos1,264,2,False
eighth.noBeam.down.pos11,264,5,duration.dot.pos2,264,2,False
eighth.noBeam.down.pos18,264,6,rest.eighth,264,3,False
>,264,6,barline.regular,264,3,False
articulation.accent.pos18,264,6,eighth.start.down.pos10,264,0,False
clef.treble,264,7,eighth.continue.down.pos12,264,1,False
barline.regular,264,7,eighth.continue.down.pos11,264,2,False
barline.return-to-top,264,7,eighth.stop.down.pos10,264,3,False
-,-,-,eighth.start.down.pos14,264,4,False
-,-,-,accid.sharp.pos13,264,5,False
-,-,-,eighth.continue.down.pos13,264,5,True
-,-,-,eighth.stop.down.pos14,264,6,True
-,-,-,rest.eighth,264,7,False
-,-,-,barline.regular,264,7,False
-,-,-,barline.return-to-top,264,7,False
measure 265,-,-,-,-,-,-
rest.eighth,265,0,accid.sharp.pos12,265,0,False
dynamics.p,265,1,eighth.start.down.pos12,265,0,True
>,265,2,eighth.continue.down.pos9,265,1,True
eighth.start.down.pos11,265,2,accid.natural.pos7,265,2,False
eighth.stop.down.pos9,265,3,eighth.continue.down.pos7,265,2,True
rest.eighth,265,4,eighth.stop.down.pos11,265,3,True
rest.eighth,265,5,eighth.start.down.pos10,265,4,True
eighth.start.down.pos9,265,6,eighth.continue.down.pos7,265,5,True
accid.natural.pos7,265,7,accid.sharp.pos5,265,6,False
eighth.stop.down.pos7,265,7,eighth.continue.down.pos5,265,6,True
rest.eighth,265,8,eighth.stop.down.pos9,265,7,True
barline.regular,265,8,barline.regular,265,7,False
rest.eighth,265,0,rest.eighth,265,0,False
dynamics.p,265,1,accid.natural.pos7,265,1,False
>,265,2,eighth.start.down.pos7,265,1,False
eighth.start.down.pos9,265,2,accid.sharp.pos5,265,2,False
accid.natural.pos7,265,3,eighth.stop.down.pos5,265,2,False
eighth.stop.down.pos7,265,3,rest.eighth,265,3,False
rest.eighth,265,4,rest.eighth,265,4,False
rest.eighth,265,5,eighth.start.down.pos5,265,5,False
eighth.start.down.pos7,265,6,eighth.stop.down.pos3,265,6,False
accid.sharp.pos5,265,7,rest.eighth,265,7,False
eighth.stop.down.pos5,265,7,barline.regular,265,7,False
rest.eighth,265,8,rest.eighth,265,0,False
barline.regular,265,8,eighth.start.down.pos10,265,1,False
quarter.noBeam.up.pos1,265,0,eighth.stop.down.pos8,265,2,False
rest.quarter,265,1,rest.eighth,265,3,False
quarter.noBeam.up.pos2,265,2,rest.eighth,265,4,False
rest.quarter,265,3,eighth.start.down.pos8,265,5,False
barline.regular,265,3,accid.natural.pos6,265,6,False
accid.sharp.pos5,265,0,eighth.stop.down.pos6,265,6,False
quarter.noBeam.down.pos5,265,0,rest.eighth,265,7,False
duration.dot.pos6,265,0,barline.regular,265,7,False
eighth.noBeam.down.pos4,265,1,quarter.noBeam.up.pos0,265,0,False
>,265,1,rest.quarter,265,1,False
articulation.accent.pos4,265,1,quarter.noBeam.up.pos1,265,2,False
quarter.noBeam.up.pos3,265,2,rest.quarter,265,3,False
duration.dot.pos4,265,2,barline.regular,265,3,False
eighth.noBeam.up.pos2,265,3,barline.return-to-top,265,3,False
barline.regular,265,3,-,-,-,-
barline.return-to-top,265,3,-,-,-,-
measure 266,-,-,-,-,-,-
rest.eighth,266,0,accid.sharp.pos8,266,0,False
accid.flat.pos7,266,1,eighth.start.down.pos8,266,0,False
eighth.noBeam.down.pos7,266,1,eighth.continue.down.pos8,266,1,False
eighth.start.down.pos6,266,2,eighth.continue.down.pos9,266,2,False
16th.continue.down.pos9,266,3,eighth.stop.down.pos4,266,3,False
16th.stop.down.pos2,266,4,quarter.noBeam.down.pos4,266,4,False
quarter.noBeam.up.pos2,266,5,eighth.start.down.pos3,266,5,False
accid.sharp.pos1,266,6,eighth.stop.down.pos7,266,6,False
quarter.noBeam.up.pos1,266,6,barline.regular,266,6,False
barline.regular,266,6,rest.eighth,266,0,False
rest.eighth,266,0,eighth.start.up.pos5,266,1,False
accid.natural.pos5,266,1,accid.natural.pos4,266,2,False
eighth.start.down.pos5,266,1,eighth.continue.up.pos4,266,2,False
accid.natural.pos4,266,2,eighth.stop.up.pos2,266,3,False
eighth.continue.down.pos4,266,2,quarter.noBeam.up.pos2,266,4,False
accid.flat.pos4,266,3,accid.sharp.pos1,266,5,False
eighth.stop.down.pos4,266,3,quarter.noBeam.up.pos1,266,5,False
quarter.noBeam.down.pos4,266,4,barline.regular,266,5,False
quarter.noBeam.up.pos3,266,5,rest.eighth,266,0,False
barline.regular,266,5,accid.flat.pos6,266,1,False
quarter.noBeam.up.pos-2,266,0,eighth.start.down.pos6,266,1,False
rest.quarter,266,1,eighth.continue.down.pos5,266,2,False
rest.half,266,2,accid.sharp.pos4,266,3,False
barline.regular,266,2,eighth.stop.down.pos4,266,3,False
accid.sharp.pos1,266,0,eighth.start.down.pos5,266,4,False
eighth.start.up.pos1,266,0,eighth.continue.down.pos4,266,5,False
eighth.continue.up.pos1,266,1,eighth.continue.down.pos5,266,6,False
eighth.continue.up.pos2,266,2,accid.natural.pos4,266,7,False
accid.natural.pos-2,266,3,eighth.stop.down.pos4,266,7,False
eighth.stop.up.pos-2,266,3,barline.regular,266,7,False
eighth.start.down.pos-1,266,4,whole.noBeam.up.pos4,266,0,False
accid.sharp.pos-2,266,5,barline.regular,266,0,False
eighth.continue.down.pos-2,266,5,barline.return-to-top,266,0,False
eighth.continue.down.pos-1,266,6,-,-,-,-
accid.natural.pos-2,266,7,-,-,-,-
eighth.stop.down.pos-2,266,7,-,-,-,-
clef.bass,266,8,-,-,-,-
barline.regular,266,8,-,-,-,-
barline.return-to-top,266,8,-,-,-,-
measure 267,-,-,-,-,-,-
rest.eighth,267,0,dynamics.p,267,0,False
accid.natural.pos1,267,1,>,267,1,False
eighth.start.up.pos1,267,1,eighth.start.down.pos6,267,1,False
accid.natural.pos0,267,2,eighth.continue.down.pos6,267,2,False
eighth.continue.up.pos0,267,2,eighth.continue.down.pos6,267,3,False
accid.flat.pos0,267,3,eighth.stop.down.pos6,267,4,False
eighth.stop.up.pos0,267,3,quarter.noBeam.down.pos6,267,5,False
quarter.noBeam.up.pos0,267,4,duration.dot.pos6,267,5,False
quarter.noBeam.up.pos-1,267,5,16th.start.down.pos7,267,6,False
barline.regular,267,5,>,267,7,False
rest.eighth,267,0,acciaccatura.eighth.noBeam.up.pos8,267,7,False
16th.start.down.pos6,267,1,16th.stop.down.pos6,267,8,False
16th.stop.down.pos2,267,2,barline.regular,267,8,False
eighth.start.up.pos2,267,3,eighth.noBeam.up.pos-5,267,0,True
16th.continue.up.pos5,267,4,>,267,0,False
16th.stop.up.pos-2,267,5,eighth.noBeam.up.pos1,267,0,True
quarter.noBeam.up.pos-2,267,6,eighth.noBeam.up.pos-5,267,1,True
accid.natural.pos-3,267,7,>,267,1,True
quarter.noBeam.up.pos-3,267,7,eighth.noBeam.up.pos1,267,1,True
barline.regular,267,7,eighth.noBeam.up.pos-5,267,2,True
rest.half,267,0,>,267,2,True
rest.quarter,267,1,eighth.noBeam.up.pos1,267,2,True
rest.eighth,267,2,eighth.noBeam.up.pos-5,267,3,True
dynamics.mp,267,3,>,267,3,True
>,267,4,eighth.noBeam.up.pos1,267,3,True
16th.start.down.pos9,267,4,eighth.noBeam.up.pos-5,267,4,True
16th.stop.down.pos8,267,5,>,267,4,True
barline.regular,267,5,eighth.noBeam.up.pos1,267,4,True
accid.natural.pos9,267,0,eighth.noBeam.up.pos-5,267,5,True
eighth.start.down.pos9,267,0,>,267,5,True
eighth.continue.down.pos7,267,1,eighth.noBeam.up.pos1,267,5,True
eighth.continue.down.pos10,267,2,eighth.noBeam.up.pos-5,267,6,True
accid.sharp.pos6,267,3,>,267,6,False
eighth.stop.down.pos6,267,3,eighth.noBeam.up.pos1,267,6,True
eighth.start.down.pos7,267,4,eighth.noBeam.up.pos-5,267,7,True
eighth.continue.down.pos6,267,5,>,267,7,False
eighth.continue.down.pos7,267,6,eighth.noBeam.up.pos1,267,7,True
accid.natural.pos6,267,7,barline.regular,267,7,False
eighth.stop.down.pos6,267,7,dynamics.p,267,0,False
barline.regular,267,7,>,267,1,False
barline.return-to-top,267,7,dynamics.p,267,1,True
-,-,-,>,267,2,True
-,-,-,accid.natural.pos3,267,2,True
-,-,-,eighth.start.up.pos3,267,2,True
-,-,-,eighth.continue.up.pos3,267,3,True
-,-,-,eighth.continue.up.pos3,267,4,True
-,-,-,eighth.stop.up.pos3,267,5,True
-,-,-,eighth.start.up.pos3,267,6,True
-,-,-,eighth.continue.up.pos3,267,7,True
-,-,-,eighth.continue.up.pos3,267,8,True
-,-,-,eighth.stop.up.pos3,267,9,True
-,-,-,barline.regular,267,9,False
-,-,-,dynamics.p,267,0,False
-,-,-,>,267,1,False
-,-,-,eighth.start.up.pos0,267,1,True
-,-,-,eighth.continue.up.pos0,267,2,True
-,-,-,eighth.continue.up.pos0,267,3,True
-,-,-,eighth.stop.up.pos0,267,4,True
-,-,-,eighth.start.up.pos0,267,5,True
-,-,-,eighth.continue.up.pos0,267,6,True
-,-,-,eighth.continue.up.pos0,267,7,True
-,-,-,eighth.stop.up.pos0,267,8,True
-,-,-,barline.regular,267,8,False
-,-,-,barline.return-to-top,267,8,False
measure 268,-,-,-,-,-,-
eighth.start.up.pos-2,268,0,eighth.start.down.pos9,268,0,False
eighth.continue.up.pos-2,268,1,eighth.continue.down.pos9,268,1,False
accid.natural.pos-3,268,2,eighth.continue.down.pos8,268,2,False
eighth.continue.up.pos-3,268,2,eighth.stop.down.pos7,268,3,False
eighth.stop.up.pos-3,268,3,quarter.noBeam.down.pos7,268,4,False
eighth.start.up.pos-2,268,4,eighth.start.down.pos6,268,5,False
eighth.continue.up.pos-2,268,5,eighth.stop.down.pos13,268,6,False
accid.sharp.pos-5,268,6,tie.start.pos13,268,6,True
eighth.continue.up.pos-5,268,6,barline.regular,268,6,False
eighth.stop.up.pos-5,268,7,eighth.noBeam.up.pos-5,268,0,False
barline.regular,268,7,>,268,0,False
half.noBeam.up.pos-5,268,0,eighth.noBeam.up.pos0,268,0,False
eighth.start.up.pos-5,268,1,eighth.continue.up.pos2,268,1,False
eighth.continue.up.pos-5,268,2,eighth.continue.up.pos1,268,2,False
accid.sharp.pos-5,268,3,eighth.stop.up.pos0,268,3,False
eighth.stop.up.pos-5,268,3,eighth.start.up.pos0,268,4,False
dynamics.mp,268,4,accid.sharp.pos1,268,5,False
>,268,5,eighth.stop.up.pos1,268,5,False
16th.start.down.pos8,268,5,quarter.noBeam.up.pos2,268,6,False
accid.natural.pos7,268,6,tie.start.pos2,268,6,False
16th.stop.down.pos7,268,6,barline.regular,268,6,False
barline.regular,268,6,eighth.start.down.pos4,268,0,False
quarter.noBeam.down.pos8,268,0,eighth.continue.down.pos6,268,1,False
16th.start.down.pos7,268,1,eighth.continue.down.pos5,268,2,False
>,268,2,eighth.stop.down.pos4,268,3,False
acciaccatura.eighth.noBeam.up.pos8,268,2,quarter.noBeam.down.pos4,268,4,False
accid.natural.pos6,268,3,accid.natural.pos3,268,5,False
16th.continue.down.pos6,268,3,quarter.noBeam.up.pos3,268,5,False
16th.continue.down.pos7,268,4,barline.regular,268,5,False
16th.stop.down.pos8,268,5,whole.noBeam.up.pos0,268,0,False
eighth.start.down.pos7,268,6,barline.regular,268,0,False
eighth.stop.down.pos6,268,7,barline.return-to-top,268,0,False
dynamics.p,268,8,-,-,-,-
>,268,9,-,-,-,-
quarter.noBeam.down.pos5,268,9,-,-,-,-
barline.regular,268,9,-,-,-,-
dynamics.p,268,0,-,-,-,-
>,268,1,-,-,-,-
accid.natural.pos5,268,1,-,-,-,-
eighth.start.down.pos5,268,1,-,-,-,-
eighth.continue.down.pos5,268,2,-,-,-,-
eighth.continue.down.pos4,268,3,-,-,-,-
eighth.stop.down.pos4,268,4,-,-,-,-
eighth.start.up.pos3,268,5,-,-,-,-
eighth.continue.up.pos3,268,6,-,-,-,-
accid.natural.pos2,268,7,-,-,-,-
eighth.continue.up.pos2,268,7,-,-,-,-
eighth.stop.up.pos2,268,8,-,-,-,-
barline.regular,268,8,-,-,-,-
barline.return-to-top,268,8,-,-,-,-
measure 269,-,-,-,-,-,-
eighth.start.up.pos-4,269,1,accid.flat.pos13,269,0,False
eighth.continue.up.pos-4,269,2,eighth.start.down.pos13,269,0,True
accid.natural.pos-3,269,3,eighth.continue.down.pos9,269,1,True
eighth.continue.up.pos-3,269,3,accid.natural.pos7,269,2,False
eighth.stop.up.pos-3,269,4,eighth.continue.down.pos7,269,2,True
eighth.start.up.pos-3,269,5,eighth.stop.down.pos13,269,3,True
eighth.stop.up.pos-2,269,6,eighth.start.down.pos12,269,4,True
rest.eighth,269,7,eighth.continue.down.pos5,269,5,True
dynamics.f,269,8,accid.flat.pos6,269,6,False
>,269,9,eighth.continue.down.pos6,269,6,True
16th.start.down.pos10,269,9,eighth.stop.down.pos11,269,7,True
16th.stop.down.pos9,269,10,barline.regular,269,7,False
barline.regular,269,10,eighth.start.down.pos2,269,0,False
accid.natural.pos7,269,2,accid.natural.pos7,269,1,False
quarter.noBeam.down.pos7,269,2,eighth.continue.down.pos7,269,1,False
16th.start.down.pos6,269,3,accid.flat.pos6,269,2,False
>,269,4,eighth.stop.down.pos6,269,2,False
acciaccatura.eighth.noBeam.up.pos7,269,4,rest.eighth,269,3,False
16th.continue.down.pos5,269,5,eighth.start.up.pos-5,269,4,False
16th.continue.down.pos6,269,6,eighth.continue.up.pos2,269,5,False
16th.stop.down.pos7,269,7,eighth.stop.up.pos4,269,6,False
eighth.start.down.pos6,269,8,rest.eighth,269,7,False
eighth.stop.down.pos5,269,9,barline.regular,269,7,False
rest.eighth,269,10,accid.flat.pos3,269,0,True
dynamics.f,269,11,eighth.start.down.pos3,269,0,False
>,269,12,eighth.continue.down.pos10,269,1,False
16th.start.down.pos8,269,12,eighth.stop.down.pos8,269,2,False
16th.stop.down.pos7,269,13,rest.eighth,269,3,False
barline.regular,269,13,accid.natural.pos-1,269,4,False
eighth.start.down.pos5,269,2,eighth.noBeam.up.pos-1,269,4,False
eighth.continue.down.pos4,269,3,accid.natural.pos6,269,5,False
eighth.continue.down.pos9,269,4,quarter.noBeam.down.pos6,269,5,False
accid.sharp.pos8,269,5,rest.eighth,269,6,False
eighth.stop.down.pos8,269,5,barline.regular,269,6,False
eighth.start.down.pos8,269,6,quarter.noBeam.up.pos0,269,0,False
eighth.stop.down.pos9,269,7,rest.quarter,269,1,False
dynamics.f,269,8,accid.natural.pos-2,269,2,False
>,269,9,quarter.noBeam.up.pos-2,269,2,False
quarter.noBeam.up.pos2,269,9,rest.quarter,269,3,False
barline.regular,269,9,barline.regular,269,3,False
eighth.start.up.pos1,269,2,barline.return-to-top,269,3,False
eighth.continue.up.pos1,269,3,-,-,-,-
accid.natural.pos5,269,4,-,-,-,-
eighth.continue.up.pos5,269,4,-,-,-,-
eighth.stop.up.pos5,269,5,-,-,-,-
eighth.start.down.pos8,269,6,-,-,-,-
eighth.stop.down.pos8,269,7,-,-,-,-
dynamics.f,269,8,-,-,-,-
>,269,9,-,-,-,-
quarter.noBeam.down.pos6,269,9,-,-,-,-
barline.regular,269,9,-,-,-,-
barline.return-to-top,269,9,-,-,-,-
measure 270,-,-,-,-,-,-
eighth.start.down.pos9,270,0,eighth.start.down.pos10,270,0,False
duration.dot.pos10,270,0,eighth.continue.down.pos10,270,1,False
16th.stop.down.pos8,270,1,eighth.continue.down.pos11,270,2,False
accid.natural.pos7,270,2,accid.flat.pos6,270,3,False
16th.start.down.pos7,270,2,eighth.stop.down.pos6,270,3,False
16th.continue.down.pos12,270,3,quarter.noBeam.down.pos6,270,4,False
16th.continue.down.pos11,270,4,eighth.start.down.pos5,270,5,True
16th.stop.down.pos10,270,5,16th.continue.down.pos9,270,6,False
eighth.start.down.pos9,270,6,16th.stop.down.pos8,270,7,False
duration.dot.pos10,270,6,barline.regular,270,7,False
16th.stop.down.pos8,270,7,rest.eighth,270,0,False
16th.start.down.pos7,270,8,eighth.start.down.pos7,270,1,False
16th.continue.down.pos12,270,9,eighth.continue.down.pos6,270,2,False
16th.continue.down.pos11,270,10,eighth.stop.down.pos4,270,3,False
16th.stop.down.pos10,270,11,quarter.noBeam.down.pos4,270,4,False
barline.regular,270,11,eighth.start.up.pos3,270,5,False
accid.natural.pos7,270,0,eighth.stop.up.pos3,270,6,False
eighth.start.down.pos7,270,0,barline.regular,270,6,False
duration.dot.pos8,270,0,rest.eighth,270,0,False
16th.stop.down.pos6,270,1,accid.flat.pos8,270,1,False
16th.start.down.pos5,270,2,eighth.start.down.pos8,270,1,False
16th.continue.down.pos10,270,3,eighth.continue.down.pos7,270,2,False
16th.continue.down.pos9,270,4,accid.natural.pos6,270,3,False
16th.stop.down.pos8,270,5,eighth.stop.down.pos6,270,3,False
eighth.start.down.pos7,270,6,eighth.start.down.pos7,270,4,False
duration.dot.pos8,270,6,eighth.continue.down.pos6,270,5,False
16th.stop.down.pos6,270,7,eighth.continue.down.pos7,270,6,False
16th.start.down.pos5,270,8,eighth.stop.down.pos7,270,7,False
16th.continue.down.pos10,270,9,barline.regular,270,7,False
16th.continue.down.pos9,270,10,half.noBeam.up.pos-1,270,0,False
16th.stop.down.pos8,270,11,duration.dot.pos0,270,0,False
barline.regular,270,11,rest.eighth,270,1,True
rest.16th,270,0,eighth.noBeam.down.pos12,270,2,False
accid.natural.pos3,270,1,barline.regular,270,2,False
16th.start.down.pos3,270,1,barline.return-to-top,270,2,False
16th.continue.down.pos4,270,2,-,-,-,-
16th.stop.down.pos5,270,3,-,-,-,-
accid.natural.pos6,270,4,-,-,-,-
eighth.noBeam.down.pos6,270,4,-,-,-,-
rest.eighth,270,5,-,-,-,-
rest.16th,270,6,-,-,-,-
16th.start.down.pos3,270,7,-,-,-,-
16th.continue.down.pos4,270,8,-,-,-,-
16th.stop.down.pos5,270,9,-,-,-,-
eighth.noBeam.down.pos6,270,10,-,-,-,-
rest.eighth,270,11,-,-,-,-
barline.regular,270,11,-,-,-,-
rest.16th,270,0,-,-,-,-
16th.start.down.pos7,270,1,-,-,-,-
